workerid,proliferate.condition,ID,Order,accuracy,browser,browser_version,duration,failed_audio,failed_images,failed_video,fullscreen,gender,height,internal_node_id,microphone,mobile,order,os,question_order,response,rt,speech_rate,stimulus,success,talker,time_elapsed,timeout,transcript,trial_index,trial_type,vsync_rate,webaudio,webcam,width,error
8,pilot,,5,,,,,,,,,,,0.0-91.0,,,,,,s,629,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,330396,,,91,html-keyboard-response,,,,,
8,pilot,M4_03,,,,,2.137188,,,,,male,,0.0-92.0,,,1,,,,,3.298153034,../audio/M4_03.WAV,,M4,333035,,Be a son to him,92,audio-keyboard-response,,,,,
8,pilot,F1_02,,,,,2.456333,,,,,female,,0.0-93.0,,,2,,,,,4.419191919,../audio/F1_02.WAV,,F1,335493,,I didn't mean it that way and,93,audio-keyboard-response,,,,,
8,pilot,,6,,,,,,,,,,,0.0-94.0,,,,,,l,57,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,337496,,,94,html-keyboard-response,,,,,
8,pilot,M1_04,,,,,0.999906,,,,,male,,0.0-95.0,,,1,,,,,3.530450132,../audio/M1_04.WAV,,M1,338997,,She travelled to Hong Kong with her family,95,audio-keyboard-response,,,,,
8,pilot,F5_02,,,,,2.006958,,,,,female,,0.0-96.0,,,2,,,,,2.006958,../audio/F5_02.WAV,,F5,341004,,I don't want to believe this,96,audio-keyboard-response,,,,,
8,pilot,,7,,,,,,,,,,,0.0-97.0,,,,,,l,989,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,343006,,,97,html-keyboard-response,,,,,
8,pilot,F2_04,,,,,4.716052,,,,,female,,0.0-98.0,,,1,,,,,2.372479241,../audio/F2_04.WAV,,F2,348225,,Probably some household goods,98,audio-keyboard-response,,,,,
8,pilot,F4_01,,,,,1.835479,,,,,female,,0.0-99.0,,,2,,,,,1.835479,../audio/F4_01.WAV,,F4,350063,,Are on the same level I think that's ok,99,audio-keyboard-response,,,,,
8,pilot,,8,,,,,,,,,,,0.0-100.0,,,,,,l,156,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,352066,,,100,html-keyboard-response,,,,,
8,pilot,M2_04,,,,,2.180729,,,,,male,,0.0-101.0,,,1,,,,,2.180729,../audio/M2_04.WAV,,M2,354748,,Then I told them you know what never mind I'm not interested any more,101,audio-keyboard-response,,,,,
8,pilot,F4_04,,,,,1.514,,,,,female,,0.0-102.0,,,2,,,,,0.719448,../audio/F4_04.WAV,,F4,356264,,Slowly put the fish in the water,102,audio-keyboard-response,,,,,
8,pilot,,9,,,,,,,,,,,0.0-103.0,,,,,,l,219,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,358266,,,103,html-keyboard-response,,,,,
8,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-104.0,,,1,,,,,2.999143102,../audio/F1_03.WAV,,F1,360801,,Certificate of sorts right a Youtube plaque,104,audio-keyboard-response,,,,,
8,pilot,F2_01,,,,,3.200677,,,,,female,,0.0-105.0,,,2,,,,,4.303388919,../audio/F2_01.WAV,,F2,364004,,I guess with every small step it helps,105,audio-keyboard-response,,,,,
8,pilot,,10,,,,,,,,,,,0.0-106.0,,,,,,s,33,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,366006,,,106,html-keyboard-response,,,,,
8,pilot,M5_02,,,,,1.560854,,,,,male,,0.0-107.0,,,1,,,,,3.846153846,../audio/M5_02.WAV,,M5,368069,,You walk out of the situation rather than,107,audio-keyboard-response,,,,,
8,pilot,F2_02,,,,,2.902938,,,,,female,,0.0-108.0,,,2,,,,,4.172461752,../audio/F2_02.WAV,,F2,370973,,Buy each other roses and give each other cards,108,audio-keyboard-response,,,,,
8,pilot,,11,,,,,,,,,,,0.0-109.0,,,,,,s,1640,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,372974,,,109,html-keyboard-response,,,,,
8,pilot,F1_04,,,,,3.175875,,,,,female,,0.0-110.0,,,1,,,,,3.68852459,../audio/F1_04.WAV,,F1,376652,,Believe that you cannot feel anything while you're doing,110,audio-keyboard-response,,,,,
8,pilot,M3_01,,,,,1.659469,,,,,male,,0.0-111.0,,,2,,,,,2.410606669,../audio/M3_01.WAV,,M3,378312,,I self-identify as a historian,111,audio-keyboard-response,,,,,
8,pilot,,12,,,,,,,,,,,0.0-112.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,380315,,,112,html-keyboard-response,,,,,
8,pilot,F5_01,,,,,1.144573,,,,,female,,0.0-113.0,,,1,,,,,1.144573,../audio/F5_01.WAV,,F5,381961,,But people have been telling me things about Junior,113,audio-keyboard-response,,,,,
8,pilot,M2_01,,,,,3.0,,,,,male,,0.0-114.0,,,2,,,,,3.02699,../audio/M2_01.WAV,,M2,384964,,I think the dinner how much was it,114,audio-keyboard-response,,,,,
8,pilot,,13,,,,,,,,,,,0.0-115.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,386966,,,115,html-keyboard-response,,,,,
8,pilot,F5_04,,,,,0.83549,,,,,female,,0.0-116.0,,,1,,,,,0.83549,../audio/F5_04.WAV,,F5,388303,,As long as you tell me that we are still together,116,audio-keyboard-response,,,,,
8,pilot,F3_03,,,,,1.738271,,,,,female,,0.0-117.0,,,2,,,,,4.746835443,../audio/F3_03.WAV,,F3,390043,,A lot of people put their stuff up there,117,audio-keyboard-response,,,,,
8,pilot,,14,,,,,,,,,,,0.0-118.0,,,,,,s,680,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,392045,,,118,html-keyboard-response,,,,,
8,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-119.0,,,1,,,,,3.775167785,../audio/M3_02.WAV,,M3,394256,,That's what I am first and foremost a historian,119,audio-keyboard-response,,,,,
8,pilot,M1_02,,,,,1.508312,,,,,male,,0.0-120.0,,,2,,,,,4.539559014,../audio/M1_02.WAV,,M1,395766,,So you you don't have to like,120,audio-keyboard-response,,,,,
8,pilot,,15,,,,,,,,,,,0.0-121.0,,,,,,l,981,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,397767,,,121,html-keyboard-response,,,,,
8,pilot,F1_01,,,,,2.72926,,,,,female,,0.0-122.0,,,1,,,,,4.312203536,../audio/F1_01.WAV,,F1,400997,,That person was asking me a question and I replied,122,audio-keyboard-response,,,,,
8,pilot,F5_03,,,,,3.162094,,,,,female,,0.0-123.0,,,2,,,,,3.162094,../audio/F5_03.WAV,,F5,404161,,It was just through message,123,audio-keyboard-response,,,,,
8,pilot,,16,,,,,,,,,,,0.0-124.0,,,,,,l,471,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,406163,,,124,html-keyboard-response,,,,,
8,pilot,F4_02,,,,,2.916635,,,,,female,,0.0-125.0,,,1,,,,,2.916635,../audio/F4_02.WAV,,F4,409581,,Really really like trying to show support to the person,125,audio-keyboard-response,,,,,
8,pilot,M3_04,,,,,2.564635,,,,,male,,0.0-126.0,,,2,,,,,3.351955307,../audio/M3_04.WAV,,M3,412147,,I hurt my knee quite badly,126,audio-keyboard-response,,,,,
8,pilot,,17,,,,,,,,,,,0.0-127.0,,,,,,l,375,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,414149,,,127,html-keyboard-response,,,,,
8,pilot,M4_02,,,,,1.785187,,,,,male,,0.0-128.0,,,1,,,,,4.104669061,../audio/M4_02.WAV,,M4,416436,,I took the ATM card and I didn't,128,audio-keyboard-response,,,,,
8,pilot,M1_03,,,,,1.220375,,,,,male,,0.0-129.0,,,2,,,,,5.087881591,../audio/M1_03.WAV,,M1,417657,,It was not terrible because at that point of my life,129,audio-keyboard-response,,,,,
8,pilot,,18,,,,,,,,,,,0.0-130.0,,,,,,s,1040,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,419660,,,130,html-keyboard-response,,,,,
8,pilot,M3_03,,,,,1.483458,,,,,male,,0.0-131.0,,,1,,,,,3.134796238,../audio/M3_03.WAV,,M3,421645,,But I've left that life behind me,131,audio-keyboard-response,,,,,
8,pilot,F3_04,,,,,1.651802,,,,,female,,0.0-132.0,,,2,,,,,4.810583283,../audio/F3_04.WAV,,F3,423297,,It can go up to like four times,132,audio-keyboard-response,,,,,
8,pilot,,19,,,,,,,,,,,0.0-133.0,,,,,,l,412,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,425299,,,133,html-keyboard-response,,,,,
8,pilot,F3_01,,,,,4.267563,,,,,female,,0.0-134.0,,,1,,,,,3.688092729,../audio/F3_01.WAV,,F3,430068,,Regular products may cost like eleven dollars,134,audio-keyboard-response,,,,,
8,pilot,F2_03,,,,,1.372927,,,,,female,,0.0-135.0,,,2,,,,,5.323505324,../audio/F2_03.WAV,,F2,431442,,If let's say like you plug in your stuff into the switch right,135,audio-keyboard-response,,,,,
8,pilot,,20,,,,,,,,,,,0.0-136.0,,,,,,l,344,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,433444,,,136,html-keyboard-response,,,,,
8,pilot,M1_01,,,,,1.480896,,,,,male,,0.0-137.0,,,1,,,,,5.043558001,../audio/M1_01.WAV,,M1,435427,,I said what is this,137,audio-keyboard-response,,,,,
8,pilot,M3_04,,,,,2.564635,,,,,male,,0.0-138.0,,,2,,,,,3.351955307,../audio/M3_04.WAV,,M3,437994,,I hurt my knee quite badly,138,audio-keyboard-response,,,,,
8,pilot,,1,,,,,,,,,,,0.0-139.0,,,,,,l,48,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,439996,,,139,html-keyboard-response,,,,,
8,pilot,F1_02,,,,,2.456333,,,,,female,,0.0-140.0,,,1,,,,,4.419191919,../audio/F1_02.WAV,,F1,442954,,I didn't mean it that way and,140,audio-keyboard-response,,,,,
8,pilot,M3_03,,,,,1.483458,,,,,male,,0.0-141.0,,,2,,,,,3.134796238,../audio/M3_03.WAV,,M3,444439,,But I've left that life behind me,141,audio-keyboard-response,,,,,
8,pilot,,2,,,,,,,,,,,0.0-142.0,,,,,,l,500,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,446440,,,142,html-keyboard-response,,,,,
8,pilot,F3_04,,,,,1.651802,,,,,female,,0.0-143.0,,,1,,,,,4.810583283,../audio/F3_04.WAV,,F3,448594,,It can go up to like four times,143,audio-keyboard-response,,,,,
8,pilot,F1_04,,,,,3.175875,,,,,female,,0.0-144.0,,,2,,,,,3.68852459,../audio/F1_04.WAV,,F1,451771,,Believe that you cannot feel anything while you're doing,144,audio-keyboard-response,,,,,
8,pilot,,3,,,,,,,,,,,0.0-145.0,,,,,,l,6,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,453774,,,145,html-keyboard-response,,,,,
8,pilot,M1_04,,,,,0.999906,,,,,male,,0.0-146.0,,,1,,,,,3.530450132,../audio/M1_04.WAV,,M1,455275,,She travelled to Hong Kong with her family,146,audio-keyboard-response,,,,,
8,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-147.0,,,2,,,,,2.999143102,../audio/F1_03.WAV,,F1,457311,,Certificate of sorts right a Youtube plaque,147,audio-keyboard-response,,,,,
8,pilot,,4,,,,,,,,,,,0.0-148.0,,,,,,l,883,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,459314,,,148,html-keyboard-response,,,,,
8,pilot,F3_01,,,,,4.267563,,,,,female,,0.0-149.0,,,1,,,,,3.688092729,../audio/F3_01.WAV,,F3,464083,,Regular products may cost like eleven dollars,149,audio-keyboard-response,,,,,
8,pilot,F4_04,,,,,1.514,,,,,female,,0.0-150.0,,,2,,,,,0.719448,../audio/F4_04.WAV,,F4,465599,,Slowly put the fish in the water,150,audio-keyboard-response,,,,,
8,pilot,,5,,,,,,,,,,,0.0-151.0,,,,,,l,490,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,467602,,,151,html-keyboard-response,,,,,
8,pilot,F1_01,,,,,2.72926,,,,,female,,0.0-152.0,,,1,,,,,4.312203536,../audio/F1_01.WAV,,F1,470833,,That person was asking me a question and I replied,152,audio-keyboard-response,,,,,
8,pilot,F2_02,,,,,2.902938,,,,,female,,0.0-153.0,,,2,,,,,4.172461752,../audio/F2_02.WAV,,F2,473737,,Buy each other roses and give each other cards,153,audio-keyboard-response,,,,,
8,pilot,,6,,,,,,,,,,,0.0-154.0,,,,,,l,1337,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,475739,,,154,html-keyboard-response,,,,,
8,pilot,M5_03,,,,,1.118844,,,,,male,,0.0-155.0,,,1,,,,,4.603580563,../audio/M5_03.WAV,,M5,477359,,They say that it's not a good thing to,155,audio-keyboard-response,,,,,
8,pilot,F3_03,,,,,1.738271,,,,,female,,0.0-156.0,,,2,,,,,4.746835443,../audio/F3_03.WAV,,F3,479099,,A lot of people put their stuff up there,156,audio-keyboard-response,,,,,
8,pilot,,7,,,,,,,,,,,0.0-157.0,,,,,,l,977,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,481101,,,157,html-keyboard-response,,,,,
8,pilot,M4_01,,,,,2.112052,,,,,male,,0.0-158.0,,,1,,,,,4.096262161,../audio/M4_01.WAV,,M4,483715,,Did you manage to fulfil them right now,158,audio-keyboard-response,,,,,
8,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-159.0,,,2,,,,,3.775167785,../audio/M3_02.WAV,,M3,485425,,That's what I am first and foremost a historian,159,audio-keyboard-response,,,,,
8,pilot,,8,,,,,,,,,,,0.0-160.0,,,,,,l,831,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,487427,,,160,html-keyboard-response,,,,,
8,pilot,F4_02,,,,,2.916635,,,,,female,,0.0-161.0,,,1,,,,,2.916635,../audio/F4_02.WAV,,F4,490846,,Really really like trying to show support to the person,161,audio-keyboard-response,,,,,
